Item_Identifier,Item_Identifier_group,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Visibility_avg,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRG51,Drinks,12.79,Low Fat,0.01148374,0.174120636,Dairy,163.4526,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCG42,Non-Consumable,19.2,Non-Edible,0.041193522,0.624591139,Household,131.731,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDA51,Food,8.05,Regular,0.16493563,2.500813916,Dairy,115.5518,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDV19,Food,14.85,Regular,0.059013051,0.894777309,Fruits and Vegetables,159.7578,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
NCT18,Non-Consumable,14.6,Non-Edible,0.059525627,0.902549172,Household,182.1976,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCS41,Non-Consumable,12.85,Non-Edible,0.053552399,0.81198092,Health and Hygiene,184.6608,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDO03,Food,10.395,Regular,0.036882977,0.559233091,Meat,228.1352,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDL12,Food,15.85,Regular,0.203588239,3.086878809,Baking Goods,61.622,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDY37,Food,17,Regular,0.044470849,0.674283161,Canned,143.647,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDI58,Food,7.64,Regular,0.070814401,1.073713663,Snack Foods,92.412,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDT28,Food,13.3,Low Fat,0.063825112,0.967739525,Frozen Foods,149.2708,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCC42,Non-Consumable,15,Non-Edible,0.075167462,1.139716355,Health and Hygiene,138.5838,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDO01,Food,21.1,Regular,0.020835848,0.315920694,Breakfast,129.7994,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDJ02,Food,17.2,Regular,0.025145838,0.381270327,Canned,146.6418,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDQ04,Food,6.4,Low Fat,0.085098856,1.290299757,Frozen Foods,42.0796,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
DRL47,Drinks,19.7,Low Fat,0.038704546,0.586852381,Hard Drinks,125.7362,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDZ32,Food,7.785,Regular,0.03812554,0.578073282,Fruits and Vegetables,106.7964,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDC35,Food,7.435,Low Fat,0.122814466,1.862157531,Starchy Foods,207.5638,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDX14,Food,13.1,Low Fat,0.075092011,1.138572339,Dairy,73.2354,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDZ35,Food,9.6,Regular,0.022259937,0.337513248,Breads,103.999,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDL14,Food,8.115,Regular,0.032132105,0.487198644,Canned,155.4972,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDO04,Food,16.6,Low Fat,0.026578464,0.402992323,Frozen Foods,55.0614,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
DRK11,Drinks,8.21,low fat,0.01082531,0.164137281,Hard Drinks,150.2392,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDB44,Food,6.655,Low Fat,0.017027915,0.258183431,Fruits and Vegetables,211.0586,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDZ50,Food,12.8,Regular,0.079199274,1.200848152,Dairy,184.6608,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDI12,Food,12.79,Regular,0.099912754,1.514913458,Baking Goods,88.6856,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU43,Food,19.35,Regular,0.058371696,0.885052851,Fruits and Vegetables,237.1564,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDD58,Food,7.76,Low Fat,0.099343484,1.506281979,Snack Foods,98.17,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDB27,Food,7.575,Low Fat,0.055703431,0.844595649,Dairy,195.3768,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDB04,Food,11.35,Regular,0.063483863,0.962565384,Dairy,85.9856,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCO17,Non-Consumable,10,Non-Edible,0.06595278,1,Health and Hygiene,118.744,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDL12,Food,15.85,Regular,0.122320725,1.854671251,Baking Goods,58.022,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRJ13,Drinks,12.65,Low Fat,0.062988082,0.955048172,Soft Drinks,160.6578,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDD57,Food,18.1,Low Fat,0.022445019,0.340319529,Fruits and Vegetables,97.0094,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDW19,Food,12.35,Regular,0.038493141,0.583646982,Fruits and Vegetables,110.957,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
DRD27,Drinks,18.75,Low Fat,0.023937034,0.362942002,Dairy,100.4042,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDH27,Food,12.79,Low Fat,0.058064391,0.880393381,Dairy,145.1128,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCW30,Non-Consumable,12.79,Non-Edible,0.010956581,0.16612766,Household,259.9962,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDR40,Food,9.1,Regular,0.008067116,0.122316542,Frozen Foods,79.9618,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDG05,Food,11,Regular,0.087774037,1.330861823,Frozen Foods,156.663,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCY41,Non-Consumable,12.79,Non-Edible,0.132603297,2.010579342,Health and Hygiene,35.3532,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDI38,Food,13.35,Regular,0.014686484,0.222681804,Canned,206.3638,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDR20,Food,20,Regular,0.028123753,0.426422556,Fruits and Vegetables,43.2744,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDE09,Food,8.775,Low Fat,0.021725581,0.329411148,Fruits and Vegetables,109.2228,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDN50,Food,12.79,Regular,0.046432792,0.704030854,Canned,94.912,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
DRF27,Drinks,8.93,Low Fat,0.028474903,0.431746819,Dairy,152.334,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
DRF51,Drinks,15.75,Low Fat,0.165700218,2.512406877,Dairy,37.7506,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCO02,Non-Consumable,12.79,Non-Edible,0.128458176,1.947729512,Others,67.8142,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDB51,Food,12.79,Low Fat,0.038267861,0.580231205,Dairy,62.0852,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDJ50,Food,8.645,Low Fat,0.02156804,0.327022455,Canned,52.8982,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDN52,Food,9.395,Regular,0.131460394,1.993250231,Frozen Foods,85.2198,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDX14,Food,13.1,Low Fat,0.074877667,1.135322378,Dairy,76.6354,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDT27,Food,12.79,Regular,0.121838154,1.847354334,Meat,235.8616,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDV10,Food,7.645,Regular,0.06665054,1.01057969,Snack Foods,41.1112,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDU33,Food,7.63,Regular,0.134709764,2.042518359,Snack Foods,44.8402,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDU58,Food,6.61,Regular,0.029011725,0.43988631,Snack Foods,185.9898,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
NCP42,Non-Consumable,12.79,Non-Edible,0.016032699,0.243093604,Household,194.8478,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDL51,Food,12.79,Regular,0.047261392,0.716594388,Dairy,213.5876,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
DRH15,Drinks,12.79,Low Fat,0.109379022,1.658444451,Dairy,45.4428,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU16,Food,19.25,Regular,0.058604732,0.888586228,Frozen Foods,85.5908,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDW15,Food,15.35,Regular,0.055425341,0.840379147,Meat,149.3734,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDQ44,Food,20.5,Low Fat,0.036213591,0.549083617,Fruits and Vegetables,122.3756,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCI06,Non-Consumable,12.79,Non-Edible,0.047486615,0.720009301,Household,180.066,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
DRK23,Drinks,12.79,Low Fat,0.126021818,1.910788567,Hard Drinks,253.204,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDC28,Food,7.905,Low Fat,0.054976522,0.83357399,Frozen Foods,109.7254,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
NCY17,Non-Consumable,12.79,Non-Edible,0.06595278,1,Health and Hygiene,42.9086,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCV05,Non-Consumable,10.1,Non-Edible,0.030331567,0.459898233,Health and Hygiene,153.7656,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDM34,Food,12.79,Low Fat,0.118091992,1.790553666,Snack Foods,132.6626,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
DRD60,Drinks,12.79,Low Fat,0.037051812,0.561793028,Soft Drinks,182.8634,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDT38,Food,18.7,Low Fat,0.057537445,0.872403635,Dairy,86.3566,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDQ57,Food,7.275,Low Fat,0.028061488,0.425478471,Snack Foods,145.076,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDE59,Food,12.79,Low Fat,0.061986186,0.939857061,Starchy Foods,35.6532,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCM43,Non-Consumable,14.5,Non-Edible,0.019475371,0.295292647,Others,163.621,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
DRI51,Drinks,17.25,Low Fat,0.042307304,0.641478706,Dairy,171.1764,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCG30,Non-Consumable,20.2,Non-Edible,0.112956552,1.71268826,Household,124.9046,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCK54,Non-Consumable,12.15,Non-Edible,0.029517792,0.447559481,Household,114.815,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDQ16,Food,12.79,Low Fat,0.073078549,1.108043497,Frozen Foods,109.6912,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDI36,Food,12.5,Regular,0.062291551,0.944487116,Baking Goods,197.1426,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDX16,Food,12.79,Low Fat,0.065491357,0.993003737,Frozen Foods,148.705,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDA34,Food,11.5,Low Fat,0.014860557,0.225321162,Starchy Foods,174.008,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDJ48,Food,11.3,Low Fat,0.056664709,0.859170895,Baking Goods,248.0118,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDU47,Food,12.8,Regular,0.113832939,1.725976358,Breads,138.4838,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDS39,Food,6.895,Low Fat,0.022460575,0.340555394,Meat,142.9812,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDD11,Food,12.85,Low Fat,0.030616733,0.464222024,Starchy Foods,251.704,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDM16,Food,12.79,Regular,0.033392905,0.506315352,Frozen Foods,73.5354,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU56,Food,16.85,Low Fat,0.04459498,0.676165281,Fruits and Vegetables,183.1266,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDQ32,Food,17.85,Regular,0.046872134,0.710692317,Fruits and Vegetables,122.3388,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRK35,Drinks,8.365,Low Fat,0.071786706,1.088456105,Hard Drinks,39.3506,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDA58,Food,9.395,Low Fat,0.103912541,1.575559681,Snack Foods,234.2932,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
DRG48,Drinks,12.79,Low Fat,0.025484041,0.386398284,Soft Drinks,143.8102,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDT59,Food,13.65,Low Fat,0.026632476,0.403811272,Breads,231.9668,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDQ31,Food,12.79,Regular,0.094279524,1.429500379,Fruits and Vegetables,89.7856,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDS51,Food,13.35,Low Fat,0.032311584,0.48991997,Meat,63.3194,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDW32,Food,12.79,Regular,0.093840198,1.422839159,Fruits and Vegetables,86.8882,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDI15,Food,12.79,Low Fat,0.140668056,2.132860146,Dairy,264.4884,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCV30,Non-Consumable,20.2,Non-Edible,0.066305026,1.005340882,Household,62.351,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRG25,Drinks,10.5,Low Fat,0.019079308,0.289287396,Soft Drinks,187.524,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDT02,Food,12.6,Low Fat,0.024174597,0.366544018,Dairy,33.2874,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDO33,Food,12.79,Low Fat,0.088889913,1.34778114,Snack Foods,114.1518,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDP38,Food,10.1,Low Fat,0.032096024,0.486651571,Canned,51.1008,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDZ45,Food,14.1,Low Fat,0.066863337,1.013806196,Snack Foods,197.9084,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
NCA54,Non-Consumable,12.79,Non-Edible,0.036464158,0.552882805,Household,180.1318,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU33,Food,7.63,Regular,0.135471737,2.054071671,Snack Foods,45.2402,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDN58,Food,13.8,Regular,0.057194086,0.867197501,Snack Foods,233.6984,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDI05,Food,8.35,Regular,0.127127013,1.927545935,Frozen Foods,75.4354,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDM57,Food,12.79,Regular,0.1328021,2.013593665,Snack Foods,82.4908,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCS42,Non-Consumable,12.79,Non-Edible,0.069080314,1.047420806,Household,89.6146,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDB57,Food,20.25,Regular,0.018843242,0.285708078,Fruits and Vegetables,221.6772,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDC03,Food,8.575,Regular,0.071992202,1.091571909,Dairy,196.0794,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDZ58,Food,17.85,Low Fat,0.052133441,0.790466164,Snack Foods,120.6072,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCK29,Non-Consumable,5.615,Non-Edible,0.126024084,1.910822925,Health and Hygiene,124.573,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCR53,Non-Consumable,12.15,Non-Edible,0.145335007,2.203622152,Health and Hygiene,224.9404,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDE26,Food,12.79,Low Fat,0.088574755,1.3430026,Canned,145.4786,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU52,Food,7.56,Low Fat,0.063870008,0.968420255,Frozen Foods,154.563,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDE41,Food,12.79,Regular,0.063704181,0.965905925,Frozen Foods,83.6566,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU38,Food,10.8,Low Fat,0.08288617,1.256750208,Dairy,189.9504,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDA52,Food,16.2,Regular,0.129148687,1.95819929,Frozen Foods,176.337,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDW46,Food,13,Regular,0.070301658,1.065939267,Snack Foods,65.5484,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
DRI59,Drinks,9.5,Low Fat,0.06595278,1,Hard Drinks,225.0088,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDT38,Food,18.7,Low Fat,0.057526565,0.872238668,Dairy,85.2566,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDL33,Food,7.235,Low Fat,0.100369729,1.521842279,Snack Foods,196.9452,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDQ01,Food,12.79,Regular,0.159923438,2.42481724,Canned,253.0014,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDJ08,Food,11.1,Low Fat,0.110672104,1.67805063,Fruits and Vegetables,191.1846,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDQ47,Food,7.155,Regular,0.168447861,2.554067637,Breads,35.8874,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCZ18,Non-Consumable,7.825,Non-Edible,0.185913021,2.818880736,Household,252.4698,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDE29,Food,8.905,Low Fat,0.143938721,2.182451157,Frozen Foods,60.3878,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDF10,Food,12.79,Regular,0.156168446,2.367882688,Snack Foods,146.7418,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDC48,Food,9.195,Low Fat,0.015883951,0.240838233,Baking Goods,83.4592,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDY58,Food,11.65,Low Fat,0.039885362,0.604756342,Snack Foods,228.9694,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCX30,Non-Consumable,16.7,Non-Edible,0.06595278,1,Household,247.5776,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDV11,Food,9.1,Regular,0.081599833,1.2372463,Breads,176.8054,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDT46,Food,11.35,Low Fat,0.030807134,0.467108953,Snack Foods,49.4008,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
DRD01,Drinks,12.79,Regular,0.107110465,1.624047766,Soft Drinks,55.6614,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDQ11,Food,5.695,Regular,0.067644586,1.025651777,Breads,256.5988,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCM41,Non-Consumable,16.5,Non-Edible,0.035857676,0.543687105,Health and Hygiene,92.512,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCC55,Non-Consumable,10.695,Non-Edible,0.063710075,0.965995292,Household,36.4848,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDG45,Food,12.79,Low Fat,0.127416049,1.931928404,Fruits and Vegetables,214.2902,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCQ54,Non-Consumable,17.7,Non-Edible,0.06595278,1,Household,167.7474,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDM34,Food,19,Low Fat,0.067584358,1.024738578,Snack Foods,129.7626,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDD17,Food,12.79,Low Fat,0.057125581,0.866158803,Frozen Foods,237.8906,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDN38,Food,12.79,Regular,0.091526478,1.387757696,Canned,250.0408,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDB53,Food,13.35,Low Fat,0.06595278,1,Frozen Foods,148.4392,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCL06,Non-Consumable,14.65,Non-Edible,0.072053007,1.092493857,Household,262.3594,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
NCV18,Non-Consumable,12.79,Non-Edible,0.184271924,2.793997827,Household,82.725,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDX25,Food,16.7,Low Fat,0.06595278,1,Canned,182.4292,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDB39,Food,11.6,Low Fat,0.038518959,0.584038444,Dairy,55.3272,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDC33,Food,8.96,Regular,0.06904552,1.046893247,Fruits and Vegetables,197.3768,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCO14,Non-Consumable,9.6,Non-Edible,0.029764629,0.451302113,Household,44.4086,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDA58,Food,12.79,Low Fat,0.103248816,1.565496041,Snack Foods,237.3932,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCQ02,Non-Consumable,12.6,Non-Edible,0.00749864,0.113697103,Household,186.4556,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCR53,Non-Consumable,12.15,Non-Edible,0.14586127,2.211601543,Health and Hygiene,227.0404,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDN52,Food,9.395,Regular,0.131569883,1.994910343,Frozen Foods,88.1198,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDG26,Food,18.85,Low Fat,0.042649853,0.646672559,Canned,256.633,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDE23,Food,12.79,Regular,0.052923474,0.802444931,Starchy Foods,46.706,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
DRI37,Drinks,15.85,Low Fat,0.107508339,1.630080476,Soft Drinks,59.1904,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
DRH37,Drinks,17.6,Low Fat,0.041785884,0.633572747,Soft Drinks,166.0526,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDO01,Food,21.1,Regular,0.020714738,0.31408438,Breakfast,127.7994,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDK45,Food,11.65,Low Fat,0.033910827,0.514168273,Seafood,113.886,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDP23,Food,6.71,Low Fat,0.035642187,0.540419782,Breads,217.6166,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDM33,Food,15.6,Low Fat,0.087703106,1.329786341,Snack Foods,220.0798,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDD36,Food,13.3,Low Fat,0.021393893,0.324381974,Baking Goods,119.8124,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDL56,Food,14.1,Low Fat,0.126492074,1.917918759,Fruits and Vegetables,85.3198,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDT27,Food,11.395,Regular,0.116474658,1.76603106,Meat,236.0616,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDG52,Food,13.65,Low Fat,0.066002079,1.000747489,Frozen Foods,44.2402,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCL42,Non-Consumable,18.85,Non-Edible,0.040363971,0.612013186,Household,244.0144,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
DRJ24,Drinks,11.8,low fat,0.113329224,1.718338848,Soft Drinks,185.8924,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDV38,Food,19.25,Low Fat,0.101773845,1.543131995,Dairy,52.8956,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDT35,Food,19.85,Regular,0.081620573,1.237560767,Breads,169.7816,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDY51,Food,12.5,Low Fat,0.081299369,1.232690555,Meat,219.0798,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDC37,Food,15.5,Low Fat,0.033059299,0.501257096,Baking Goods,105.7938,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCP43,Non-Consumable,17.75,Non-Edible,0.030481663,0.462174043,Others,181.666,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDO33,Food,14.75,Low Fat,0.089503609,1.357086221,Snack Foods,112.2518,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDW04,Food,8.985,Regular,0.058062665,0.880367211,Frozen Foods,130.831,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCC31,Non-Consumable,8.02,Non-Edible,0.019870463,0.301283176,Household,154.9972,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDK22,Food,9.8,Low Fat,0.026127057,0.396147926,Snack Foods,216.385,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDJ50,Food,8.645,Low Fat,0.021708103,0.329146141,Canned,54.5982,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDV13,Food,17.35,Regular,0.027767045,0.421014019,Canned,88.9856,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRL60,Drinks,8.52,Low Fat,0.027212419,0.412604579,Soft Drinks,151.8682,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDW03,Food,5.63,Regular,0.024680092,0.374208517,Meat,103.7306,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDY27,Food,6.38,Low Fat,0.031892144,0.483560268,Dairy,177.7344,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDB39,Food,12.79,Low Fat,0.03833243,0.581210223,Dairy,54.3272,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU59,Food,5.78,Low Fat,0.0965817,1.464406807,Breads,162.4552,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDZ57,Food,10,Regular,0.06595278,1,Snack Foods,129.2994,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDO21,Food,11.6,Regular,0.0097782,0.148260619,Snack Foods,225.1404,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDS43,Food,11.65,Low Fat,0.06595278,1,Fruits and Vegetables,187.724,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDU28,Food,19.2,Regular,0.157200063,2.38352444,Frozen Foods,189.3214,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDC51,Food,10.895,Regular,0.016105023,0.244190207,Dairy,121.773,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDW16,Food,17.35,Regular,0.069419362,1.052561575,Frozen Foods,92.3804,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDP32,Food,6.65,Low Fat,0.146740745,2.224936462,Fruits and Vegetables,125.5678,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
