Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
FDM56,16.7,LF,0.070588621,Fruits and Vegetables,2.033388367,OUT017,6,Small,Tier 2,Supermarket Type1,3.152130991
FDS22,16.85,Regular,0.023201357,Snack Foods,1.66221746,OUT045,11,Small,Tier 2,Supermarket Type1,2.487985766
FDX20,7.37,LF,0.042626422,Fruits and Vegetables,2.356163585,OUT049,14,Medium,Tier 1,Supermarket Type1,3.610095213
FDE34,9.2,LF,0.108501676,Snack Foods,2.26402262,OUT017,6,Small,Tier 2,Supermarket Type1,3.37344979
FDV50,14.3,LF,0.122571209,Dairy,2.087685607,OUT046,16,Small,Tier 1,Supermarket Type1,2.993605506
NCU17,5.32,LF,0.093408695,Health and Hygiene,2.00546966,OUT017,6,Small,Tier 2,Supermarket Type1,3.350457902
NCP53,12.6,LF,0.032731074,Health and Hygiene,2.372342262,OUT027,28,Medium,Tier 3,Supermarket Type3,3.756223249
FDW09,13.65,Regular,0.043386131,Snack Foods,1.904337875,OUT010,15,Small,Tier 3,Grocery Store,1.898890752
FDW55,12.6,Regular,0.021969896,Fruits and Vegetables,2.395517196,OUT046,16,Small,Tier 1,Supermarket Type1,3.510158745
NCE31,12.6,LF,0.183948465,Household,1.526618377,OUT027,28,Medium,Tier 3,Supermarket Type3,2.970710899
FDO49,10.6,Regular,0.033052168,Breakfast,1.696363379,OUT046,16,Small,Tier 1,Supermarket Type1,2.982910984
FDH34,12.6,LF,0.054443762,Snack Foods,2.266368598,OUT019,28,Small,Tier 1,Grocery Store,2.268947994
FDJ38,8.6,Regular,0.040172077,Canned,2.275433447,OUT013,26,High,Tier 3,Supermarket Type1,3.579218646
FDG32,19.85,LF,0.175995526,Fruits and Vegetables,2.350397669,OUT046,16,Small,Tier 1,Supermarket Type1,3.192188298
DRQ35,9.3,LF,0.042530668,Hard Drinks,2.098777973,OUT017,6,Small,Tier 2,Supermarket Type1,3.454584571
FDK25,12.6,Regular,0.274592283,Breakfast,2.224914618,OUT019,28,Small,Tier 1,Grocery Store,2.527494308
FDD58,7.76,LF,0.059594017,Snack Foods,1.998564458,OUT018,4,Medium,Tier 3,Supermarket Type2,3.278188651
FDB15,10.9,LF,0.136784873,Dairy,2.423666526,OUT035,9,Small,Tier 2,Supermarket Type1,3.625158959
DRF60,10.8,LF,0,Soft Drinks,2.376862257,OUT018,4,Medium,Tier 3,Supermarket Type2,3.719649498
FDH04,12.6,Regular,0.019912606,Frozen Foods,1.959274226,OUT019,28,Small,Tier 1,Grocery Store,2.434003954
FDM04,9.2,Regular,0.04719387,Frozen Foods,1.723181381,OUT049,14,Medium,Tier 1,Supermarket Type1,3.14119828
FDO58,19.6,LF,0.039638705,Snack Foods,2.22024568,OUT049,14,Medium,Tier 1,Supermarket Type1,3.494794345
FDQ24,15.7,LF,0.074083388,Baking Goods,2.403759305,OUT017,6,Small,Tier 2,Supermarket Type1,3.832199355
DRP35,18.85,LF,0.091051579,Hard Drinks,2.105283952,OUT045,11,Small,Tier 2,Supermarket Type1,2.95174306
DRI47,14.7,LF,0.02090277,Hard Drinks,2.159906316,OUT013,26,High,Tier 3,Supermarket Type1,3.519525378
FDF35,15,LF,0.153861181,Starchy Foods,2.035805031,OUT013,26,High,Tier 3,Supermarket Type1,3.144113019
FDP31,21.1,Regular,0.161504957,Fruits and Vegetables,1.813025591,OUT046,16,Small,Tier 1,Supermarket Type1,2.805615024
FDQ52,17,LF,0.119871307,Frozen Foods,2.395052623,OUT018,4,Medium,Tier 3,Supermarket Type2,3.792992631
FDM12,16.7,Regular,0.069903773,Baking Goods,2.275590964,OUT035,9,Small,Tier 2,Supermarket Type1,2.752251481
NCS42,8.6,LF,0.069416467,Household,1.966210275,OUT046,16,Small,Tier 1,Supermarket Type1,3.302487039
FDO31,6.76,Regular,0.02914662,Fruits and Vegetables,1.89925128,OUT017,6,Small,Tier 2,Supermarket Type1,3.048653073
FDU19,8.77,Regular,0.046771477,Fruits and Vegetables,2.240404959,OUT046,16,Small,Tier 1,Supermarket Type1,3.49191606
NCE19,12.6,LF,0.092564193,Household,1.728318063,OUT027,28,Medium,Tier 3,Supermarket Type3,3.32822225
FDR16,5.85,Regular,0.104998144,Frozen Foods,2.328831605,OUT035,9,Small,Tier 2,Supermarket Type1,3.86132774
FDF56,16.7,Regular,0.119704498,Fruits and Vegetables,2.260065661,OUT045,11,Small,Tier 2,Supermarket Type1,3.73503395
DRJ59,11.65,LF,0.03242518,Hard Drinks,1.589015255,OUT010,15,Small,Tier 3,Grocery Store,1.88780178
FDH16,12.6,LF,0.052300844,Frozen Foods,1.945877083,OUT027,28,Medium,Tier 3,Supermarket Type3,3.333888801
FDI28,14.3,LF,0.026362624,Frozen Foods,1.893929235,OUT049,14,Medium,Tier 1,Supermarket Type1,3.103010735
FDC58,12.6,LF,0,Snack Foods,1.660322745,OUT027,28,Medium,Tier 3,Supermarket Type3,2.789015762
FDU13,8.36,LF,0.187558629,Canned,2.170384357,OUT046,16,Small,Tier 1,Supermarket Type1,3.167736065
FDX58,13.15,LF,0.04376368,Snack Foods,2.262676485,OUT046,16,Small,Tier 1,Supermarket Type1,3.262676485
FDU16,19.25,Regular,0,Frozen Foods,1.916931673,OUT045,11,Small,Tier 2,Supermarket Type1,2.965107021
FDX35,5.04,Regular,0.080072603,Breads,2.358322491,OUT045,11,Small,Tier 2,Supermarket Type1,3.398762582
FDL21,15.85,Regular,0.007146415,Snack Foods,1.613292002,OUT046,16,Small,Tier 1,Supermarket Type1,2.902525037
DRM37,15.35,LF,0.096317593,Soft Drinks,2.295296104,OUT013,26,High,Tier 3,Supermarket Type1,3.525084423
FDR35,12.5,LF,0.020729902,Breads,2.295070291,OUT049,14,Medium,Tier 1,Supermarket Type1,3.57776858
FDW32,18.35,Regular,0.15783357,Fruits and Vegetables,1.942445601,OUT010,15,Small,Tier 3,Grocery Store,2.234963497
FDY34,12.6,Regular,0.010928678,Snack Foods,2.222935384,OUT027,28,Medium,Tier 3,Supermarket Type3,3.810607745
FDQ44,20.5,LF,0.036110222,Fruits and Vegetables,2.079816299,OUT013,26,High,Tier 3,Supermarket Type1,3.3138641
DRD24,13.85,LF,0.030842963,Soft Drinks,2.155686369,OUT049,14,Medium,Tier 1,Supermarket Type1,3.406995899
DRE12,4.59,LF,0,Soft Drinks,2.046050106,OUT045,11,Small,Tier 2,Supermarket Type1,3.095185397
NCX29,10,LF,0.089078338,Health and Hygiene,2.167642786,OUT013,26,High,Tier 3,Supermarket Type1,3.464817901
FDS07,12.35,LF,0.100164204,Fruits and Vegetables,2.055576318,OUT018,4,Medium,Tier 3,Supermarket Type2,3.202467937
FDI27,12.6,Regular,0.045763623,Dairy,1.64221119,OUT027,28,Medium,Tier 3,Supermarket Type3,3.087216468
FDL02,20,Regular,0.10399676,Canned,2.031255727,OUT013,26,High,Tier 3,Supermarket Type1,3.200832174
FDN58,13.8,Regular,0.057104066,Snack Foods,2.366793397,OUT018,4,Medium,Tier 3,Supermarket Type2,3.143074285
DRK12,9.5,LF,0.041971264,Soft Drinks,1.523616419,OUT045,11,Small,Tier 2,Supermarket Type1,2.864736476
FDC60,5.43,Regular,0.114472403,Baking Goods,1.946213436,OUT046,16,Small,Tier 1,Supermarket Type1,3.45234541
FDV45,16.75,LF,0.045117476,Snack Foods,2.27405527,OUT049,14,Medium,Tier 1,Supermarket Type1,3.387536251
FDB23,19.2,Regular,0,Starchy Foods,2.349872113,OUT045,11,Small,Tier 2,Supermarket Type1,3.751483498
NCA29,10.5,LF,0.02727641,Household,2.233784236,OUT046,16,Small,Tier 1,Supermarket Type1,3.555496209
FDO20,12.85,Regular,0.152747503,Fruits and Vegetables,2.401466369,OUT018,4,Medium,Tier 3,Supermarket Type2,3.606102983
NCH55,12.6,LF,0.060706749,Household,2.105516997,OUT019,28,Small,Tier 1,Grocery Store,2.579218646
FDO32,6.36,LF,0.120788077,Fruits and Vegetables,1.659973215,OUT045,11,Small,Tier 2,Supermarket Type1,2.923714336
FDS59,12.6,Regular,0.076851759,Breads,2.048663167,OUT019,28,Small,Tier 1,Grocery Store,2.040827735
FDR59,14.5,Regular,0.063810405,Breads,2.420383887,OUT013,26,High,Tier 3,Supermarket Type1,3.459129026
FDS55,7.02,LF,0.081328781,Fruits and Vegetables,2.176303722,OUT045,11,Small,Tier 2,Supermarket Type1,3.648769909
FDT21,7.42,LF,0.020387989,Snack Foods,2.392888915,OUT035,9,Small,Tier 2,Supermarket Type1,3.626664314
NCR38,17.25,LF,0.113518466,Household,2.404101981,OUT046,16,Small,Tier 1,Supermarket Type1,3.701865586
FDJ22,18.75,LF,0.052917345,Snack Foods,2.280237721,OUT045,11,Small,Tier 2,Supermarket Type1,3.127834319
FDB57,20.25,Regular,0.018911474,Fruits and Vegetables,2.34356062,OUT017,6,Small,Tier 2,Supermarket Type1,3.388482943
FDR52,12.65,Regular,0.075981306,Frozen Foods,2.284170305,OUT013,26,High,Tier 3,Supermarket Type1,3.281225688
NCO41,12.5,LF,0.018848862,Health and Hygiene,1.9855989,OUT046,16,Small,Tier 1,Supermarket Type1,3.336028187
FDG47,12.8,LF,0.116527666,Starchy Foods,2.417347449,OUT010,15,Small,Tier 3,Grocery Store,2.418840013
FDB44,6.66,LF,0,Fruits and Vegetables,2.327274315,OUT017,6,Small,Tier 2,Supermarket Type1,3.438346405
FDY14,10.3,LF,0.070040195,Dairy,2.419993066,OUT046,16,Small,Tier 1,Supermarket Type1,3.62625428
NCN55,14.6,LF,0.059827007,Others,2.378858844,OUT017,6,Small,Tier 2,Supermarket Type1,3.556942252
FDV48,9.2,Regular,0.051827123,Baking Goods,1.889102161,OUT018,4,Medium,Tier 3,Supermarket Type2,3.150498303
FDA21,13.65,LF,0.03595391,Snack Foods,2.267857607,OUT035,9,Small,Tier 2,Supermarket Type1,3.497837508
FDZ27,7.94,LF,0.017182935,Dairy,1.709566741,OUT049,14,Medium,Tier 1,Supermarket Type1,2.928853976
FDW58,20.75,LF,0.007546808,Snack Foods,2.017710144,OUT013,26,High,Tier 3,Supermarket Type1,3.228860898
FDH45,15.1,Regular,0.105831117,Fruits and Vegetables,1.619923542,OUT049,14,Medium,Tier 1,Supermarket Type1,2.894489081
FDH38,12.6,LF,0.018275994,Canned,2.061756982,OUT019,28,Small,Tier 1,Grocery Store,2.068856459
FDL43,10.1,LF,0.027064381,Meat,1.88290573,OUT046,16,Small,Tier 1,Supermarket Type1,2.884041631
FDD38,12.6,Regular,0,Canned,2.001592674,OUT027,28,Medium,Tier 3,Supermarket Type3,3.263307727
FDV02,16.75,LF,0.06063976,Dairy,2.238072712,OUT049,14,Medium,Tier 1,Supermarket Type1,3.555496209
NCF31,9.13,LF,0.051847425,Household,2.184130176,OUT046,16,Small,Tier 1,Supermarket Type1,3.084368625
NCN05,8.24,LF,0.014518575,Health and Hygiene,2.260536454,OUT018,4,Medium,Tier 3,Supermarket Type2,3.376619837
FDZ16,16.85,Regular,0.159722816,Frozen Foods,2.288132474,OUT013,26,High,Tier 3,Supermarket Type1,3.764358035
NCT18,12.6,LF,0.05911748,Household,2.259110105,OUT027,28,Medium,Tier 3,Supermarket Type3,3.619640531
NCP50,17.35,LF,0.020555958,Others,1.900158399,OUT035,9,Small,Tier 2,Supermarket Type1,3.248551842
FDW13,12.6,LF,0.171383506,Canned,1.703569925,OUT019,28,Small,Tier 1,Grocery Store,2.317498385
NCS53,14.5,LF,0.090286009,Health and Hygiene,2.204012481,OUT017,6,Small,Tier 2,Supermarket Type1,3.346048784
DRG03,14.5,LF,0.061986574,Dairy,2.184974623,OUT046,16,Small,Tier 1,Supermarket Type1,3.692105749
DRE60,9.4,LF,0.160235723,Soft Drinks,2.357690964,OUT017,6,Small,Tier 2,Supermarket Type1,3.199920748
FDK21,7.91,LF,0.010032624,Snack Foods,2.395048076,OUT045,11,Small,Tier 2,Supermarket Type1,2.87565289
FDF52,12.6,LF,0.116928924,Frozen Foods,2.263231643,OUT019,28,Small,Tier 1,Grocery Store,2.562124349
NCN43,12.6,LF,0.011835436,Others,2.084122087,OUT019,28,Small,Tier 1,Grocery Store,2.391545515
FDW13,8.5,LF,0.097884718,Canned,1.720427242,OUT046,16,Small,Tier 1,Supermarket Type1,3.07716623
FDW14,8.3,Regular,0.038204311,Dairy,1.943097633,OUT035,9,Small,Tier 2,Supermarket Type1,3.262834381
FDG24,7.98,LF,0.014631149,Baking Goods,1.926985179,OUT046,16,Small,Tier 1,Supermarket Type1,2.619223808
FDR19,13.5,Regular,0.160044589,Fruits and Vegetables,2.162594872,OUT045,11,Small,Tier 2,Supermarket Type1,3.543999147
NCG06,12.6,LF,0.02930277,Household,2.408519113,OUT027,28,Medium,Tier 3,Supermarket Type3,3.772782592
FDK10,5.79,Regular,0.040351229,Snack Foods,2.258555875,OUT035,9,Small,Tier 2,Supermarket Type1,3.29610024
DRK12,9.5,LF,0.042123243,Soft Drinks,1.506369717,OUT017,6,Small,Tier 2,Supermarket Type1,2.636257147
FDY55,16.75,LF,0.081485126,Fruits and Vegetables,2.411785985,OUT045,11,Small,Tier 2,Supermarket Type1,3.95399914
FDV04,12.6,Regular,0.149288779,Frozen Foods,2.199834133,OUT027,28,Medium,Tier 3,Supermarket Type3,3.475009395
FDE23,17.6,Regular,0,Starchy Foods,1.662814475,OUT046,16,Small,Tier 1,Supermarket Type1,2.513539871
FDI08,18.2,Regular,0.066567121,Fruits and Vegetables,2.398303274,OUT018,4,Medium,Tier 3,Supermarket Type2,3.475396639
DRA12,11.6,LF,0.068535039,Soft Drinks,2.155382805,OUT010,15,Small,Tier 3,Grocery Store,2.45275339
FDF22,6.87,LF,0.057062186,Snack Foods,2.326380517,OUT018,4,Medium,Tier 3,Supermarket Type2,3.371241508
FDQ57,7.28,LF,0.027991093,Snack Foods,2.164281459,OUT049,14,Medium,Tier 1,Supermarket Type1,3.545977713
FDP07,18.2,LF,0.089901774,Fruits and Vegetables,2.295591288,OUT046,16,Small,Tier 1,Supermarket Type1,2.594195802
DRE37,13.5,LF,0,Soft Drinks,2.27689175,OUT035,9,Small,Tier 2,Supermarket Type1,3.276662131
DRF25,9,LF,0.038892859,Soft Drinks,1.557735718,OUT013,26,High,Tier 3,Supermarket Type1,3.040827735
DRF03,19.1,LF,0.045270426,Dairy,1.588986164,OUT013,26,High,Tier 3,Supermarket Type1,2.863946131
FDN51,17.85,Regular,0.020942867,Meat,2.41546349,OUT035,9,Small,Tier 2,Supermarket Type1,3.62074984
FDD21,10.3,Regular,0.030693756,Fruits and Vegetables,2.05773303,OUT018,4,Medium,Tier 3,Supermarket Type2,3.337625839
NCY42,6.38,LF,0.015162573,Household,2.161808064,OUT046,16,Small,Tier 1,Supermarket Type1,3.478001545
FDH28,12.6,Regular,0,Frozen Foods,1.568795245,OUT027,28,Medium,Tier 3,Supermarket Type3,2.994191994
NCZ29,15,LF,0.119461188,Health and Hygiene,2.10152781,OUT010,15,Small,Tier 3,Grocery Store,2.701865586
FDN60,15.1,LF,0.095158081,Baking Goods,2.202107802,OUT046,16,Small,Tier 1,Supermarket Type1,3.455193253
NCW06,16.2,LF,0.050545502,Household,2.282432223,OUT018,4,Medium,Tier 3,Supermarket Type2,3.238484143
NCS30,5.95,LF,0.093405156,Household,2.111817464,OUT018,4,Medium,Tier 3,Supermarket Type2,3.642624438
FDW26,11.8,Regular,0.179191782,Dairy,2.350785125,OUT010,15,Small,Tier 3,Grocery Store,2.824211512
FDQ01,19.7,Regular,0.160951491,Canned,2.408411953,OUT049,14,Medium,Tier 1,Supermarket Type1,3.485723811
FDH27,12.6,LF,0.102157958,Dairy,2.161406338,OUT019,28,Small,Tier 1,Grocery Store,2.157797542
NCX41,19,LF,0.017791458,Health and Hygiene,2.326180962,OUT018,4,Medium,Tier 3,Supermarket Type2,3.325770911
FDH58,12.3,LF,0.036997104,Snack Foods,2.064395836,OUT049,14,Medium,Tier 1,Supermarket Type1,3.316662399
DRB25,12.3,LF,0.116261335,Soft Drinks,2.029764329,OUT010,15,Small,Tier 3,Grocery Store,2.331199663
FDG45,8.1,LF,0.12829573,Fruits and Vegetables,2.323231881,OUT045,11,Small,Tier 2,Supermarket Type1,3.725074483
FDP11,15.85,LF,0.069100548,Breads,2.335691735,OUT046,16,Small,Tier 1,Supermarket Type1,3.616645144
FDV19,14.85,Regular,0.035257037,Fruits and Vegetables,2.207520731,OUT046,16,Small,Tier 1,Supermarket Type1,3.620334181
FDT32,19,Regular,0.065633934,Fruits and Vegetables,2.270728667,OUT046,16,Small,Tier 1,Supermarket Type1,3.354311472
NCU53,5.49,LF,0.042743728,Health and Hygiene,2.220850985,OUT035,9,Small,Tier 2,Supermarket Type1,3.298724384
NCA30,19,LF,0.129309277,Household,2.276202529,OUT035,9,Small,Tier 2,Supermarket Type1,3.555415732
FDH20,16.1,Regular,0,Fruits and Vegetables,1.993176017,OUT017,6,Small,Tier 2,Supermarket Type1,2.938954302
DRD25,6.14,LF,0,Soft Drinks,2.057993033,OUT046,16,Small,Tier 1,Supermarket Type1,3.376012007
FDK25,11.6,Regular,0.156802171,Breakfast,2.225431798,OUT035,9,Small,Tier 2,Supermarket Type1,3.64143766
FDF02,16.2,LF,0.103634038,Canned,2.006033672,OUT049,14,Medium,Tier 1,Supermarket Type1,3.013675489
FDC04,15.6,LF,0.045055587,Dairy,2.384506457,OUT049,14,Medium,Tier 1,Supermarket Type1,3.383250416
FDH21,10.4,LF,0.031199028,Seafood,2.202652849,OUT013,26,High,Tier 3,Supermarket Type1,2.500950744
DRG03,14.5,LF,0.062239081,Dairy,2.188365363,OUT018,4,Medium,Tier 3,Supermarket Type2,3.228348456
NCY06,15.25,LF,0.06153089,Household,2.12154934,OUT017,6,Small,Tier 2,Supermarket Type1,3.229543214
FDM08,10.1,Regular,0.053692878,Fruits and Vegetables,2.348127214,OUT045,11,Small,Tier 2,Supermarket Type1,3.711410904
NCD31,12.1,LF,0.01545846,Household,2.22024568,OUT049,14,Medium,Tier 1,Supermarket Type1,3.558463425
FDU09,12.6,Regular,0.06627464,Snack Foods,1.733964029,OUT027,28,Medium,Tier 3,Supermarket Type3,3.477520333
FDB49,8.3,Regular,0.030274175,Baking Goods,1.993605506,OUT018,4,Medium,Tier 3,Supermarket Type2,3.272359107
FDQ58,7.32,LF,0.015332872,Snack Foods,2.187616593,OUT045,11,Small,Tier 2,Supermarket Type1,2.787131618
FDJ58,15.6,Regular,0.10589167,Snack Foods,2.237232986,OUT017,6,Small,Tier 2,Supermarket Type1,3.465412418
NCN30,12.6,LF,0.016910914,Household,1.985161415,OUT027,28,Medium,Tier 3,Supermarket Type3,3.188831776
FDA52,16.2,Regular,0.128621941,Frozen Foods,2.244368672,OUT049,14,Medium,Tier 1,Supermarket Type1,3.54761966
NCN42,12.6,LF,0.014153743,Household,2.163286038,OUT027,28,Medium,Tier 3,Supermarket Type3,3.582709412
FDF04,17.5,LF,0.013637046,Frozen Foods,2.412511618,OUT046,16,Small,Tier 1,Supermarket Type1,3.792386758
FDY15,18.25,Regular,0.171523928,Dairy,2.192743031,OUT018,4,Medium,Tier 3,Supermarket Type2,3.370502912
FDT03,12.6,LF,0.009950343,Meat,2.268486236,OUT027,28,Medium,Tier 3,Supermarket Type3,3.519525378
DRL59,12.6,LF,0.037160705,Hard Drinks,1.734238003,OUT019,28,Small,Tier 1,Grocery Store,2.208950064
FDW08,12.1,LF,0.148986013,Fruits and Vegetables,2.027463773,OUT018,4,Medium,Tier 3,Supermarket Type2,3.068856459
FDO50,16.25,LF,0.078103689,Canned,1.959901493,OUT013,26,High,Tier 3,Supermarket Type1,3.285442172
FDP26,7.79,LF,0.140121306,Dairy,2.010853499,OUT018,4,Medium,Tier 3,Supermarket Type2,3.133186796
FDX01,10.1,LF,0.040446145,Canned,2.072305054,OUT010,15,Small,Tier 3,Grocery Store,2.06638184
FDU22,12.35,LF,0.093824276,Snack Foods,2.078864095,OUT017,6,Small,Tier 2,Supermarket Type1,3.304212715
FDQ08,15.7,Regular,0.018926773,Fruits and Vegetables,1.779983,OUT035,9,Small,Tier 2,Supermarket Type1,3.065885219
NCN54,20.35,LF,0.021322439,Household,1.898356533,OUT035,9,Small,Tier 2,Supermarket Type1,3.091921763
FDR01,12.6,Regular,0.05336162,Canned,2.301408102,OUT027,28,Medium,Tier 3,Supermarket Type3,3.790376673
FDB53,12.6,LF,0.138777108,Frozen Foods,2.168907424,OUT027,28,Medium,Tier 3,Supermarket Type3,3.717659854
DRN47,12.1,LF,0.016823566,Hard Drinks,2.25179877,OUT035,9,Small,Tier 2,Supermarket Type1,3.57692685
FDR39,20.35,LF,0.083799283,Meat,2.265122666,OUT046,16,Small,Tier 1,Supermarket Type1,3.3402756
NCL30,18.1,LF,0.048940428,Household,2.105624619,OUT046,16,Small,Tier 1,Supermarket Type1,3.252773055
FDT02,12.6,LF,0.02429329,Dairy,1.52488143,OUT018,4,Medium,Tier 3,Supermarket Type2,2.024740915
FDT25,7.5,LF,0.050829881,Canned,2.088870046,OUT049,14,Medium,Tier 1,Supermarket Type1,3.16734286
FDH53,20.5,Regular,0,Frozen Foods,1.920432234,OUT017,6,Small,Tier 2,Supermarket Type1,3.062893512
DRB48,16.75,Regular,0.024994069,Soft Drinks,1.573825074,OUT017,6,Small,Tier 2,Supermarket Type1,2.740323838
FDX16,17.85,LF,0.110152524,Frozen Foods,2.17668439,OUT010,15,Small,Tier 3,Grocery Store,2.175526309
FDH48,13.5,LF,0.060603014,Baking Goods,1.932240319,OUT045,11,Small,Tier 2,Supermarket Type1,3.238317139
FDF20,12.85,LF,0.033192524,Fruits and Vegetables,2.299020651,OUT013,26,High,Tier 3,Supermarket Type1,3.498755485
FDJ03,12.35,Regular,0.121174241,Dairy,1.68005617,OUT010,15,Small,Tier 3,Grocery Store,1.692575511
DRJ35,10.1,LF,0.046848053,Hard Drinks,1.783101394,OUT017,6,Small,Tier 2,Supermarket Type1,2.560536434
NCN17,11,LF,0.05489331,Health and Hygiene,2.008326736,OUT013,26,High,Tier 3,Supermarket Type1,3.043713423
FDN09,14.15,LF,0.034868095,Snack Foods,2.387003061,OUT035,9,Small,Tier 2,Supermarket Type1,3.81818864
NCR30,20.6,LF,0.070933894,Household,1.874305513,OUT013,26,High,Tier 3,Supermarket Type1,2.349683068
FDW23,5.77,LF,0.0821398,Baking Goods,1.570734361,OUT049,14,Medium,Tier 1,Supermarket Type1,2.762863043
DRN35,8.01,LF,0.117580062,Hard Drinks,1.564111897,OUT010,15,Small,Tier 3,Grocery Store,1.856767546
FDL08,10.8,LF,0.049819857,Fruits and Vegetables,2.385989285,OUT045,11,Small,Tier 2,Supermarket Type1,3.088161614
DRL35,15.7,LF,0.030877303,Hard Drinks,1.625075686,OUT017,6,Small,Tier 2,Supermarket Type1,2.866706069
NCS42,8.6,LF,0.069524391,Household,1.962911747,OUT049,14,Medium,Tier 1,Supermarket Type1,3.375037706
NCY29,12.6,LF,0.076860103,Health and Hygiene,1.748133737,OUT027,28,Medium,Tier 3,Supermarket Type3,3.167736065
FDO32,6.36,LF,0.121034655,Fruits and Vegetables,1.676748464,OUT018,4,Medium,Tier 3,Supermarket Type2,3.030169667
NCU17,5.32,LF,0.092865746,Health and Hygiene,2.002888852,OUT035,9,Small,Tier 2,Supermarket Type1,3.42300857
FDY03,12.6,Regular,0.075753207,Meat,2.045793014,OUT027,28,Medium,Tier 3,Supermarket Type3,3.498388527
NCI30,12.6,LF,0.103188491,Household,2.388005234,OUT019,28,Small,Tier 1,Grocery Store,2.391545515
FDI04,12.6,Regular,0.072559351,Frozen Foods,2.299600118,OUT027,28,Medium,Tier 3,Supermarket Type3,3.574853841
FDC35,7.44,LF,0.122735471,Starchy Foods,2.312312365,OUT013,26,High,Tier 3,Supermarket Type1,3.546553101
FDN38,6.62,Regular,0.091971856,Canned,2.400781057,OUT046,16,Small,Tier 1,Supermarket Type1,3.778742877
FDJ48,11.3,LF,0.056434817,Baking Goods,2.394121982,OUT046,16,Small,Tier 1,Supermarket Type1,3.471898946
FDH57,10.9,LF,0.035740763,Fruits and Vegetables,2.120338295,OUT035,9,Small,Tier 2,Supermarket Type1,2.818978985
FDI40,11.5,Regular,0.125602951,Frozen Foods,2.003614748,OUT046,16,Small,Tier 1,Supermarket Type1,3.324540033
FDF50,12.6,LF,0.116762173,Canned,2.298802442,OUT027,28,Medium,Tier 3,Supermarket Type3,3.674846744
FDA07,7.55,Regular,0.030918873,Fruits and Vegetables,2.093096543,OUT013,26,High,Tier 3,Supermarket Type1,3.042404123
FDZ60,20.5,LF,0.119848041,Baking Goods,2.039253857,OUT018,4,Medium,Tier 3,Supermarket Type2,2.634918797
FDW38,5.33,Regular,0.139464425,Dairy,1.726154834,OUT017,6,Small,Tier 2,Supermarket Type1,3.093556646
NCF55,6.68,LF,0.021666335,Household,1.5235826,OUT046,16,Small,Tier 1,Supermarket Type1,3.091687705
FDR37,16.5,Regular,0.066249551,Breakfast,2.263231643,OUT046,16,Small,Tier 1,Supermarket Type1,3.302487039
FDZ33,10.2,LF,0.107564024,Snack Foods,2.17320842,OUT049,14,Medium,Tier 1,Supermarket Type1,3.072786752
FDV01,19.2,Regular,0.085122855,Canned,2.191538759,OUT045,11,Small,Tier 2,Supermarket Type1,3.552427548
FDI02,15.7,Regular,0.115031783,Canned,2.057362524,OUT018,4,Medium,Tier 3,Supermarket Type2,2.896328535
DRH25,18.7,LF,0.014580886,Soft Drinks,1.700983928,OUT013,26,High,Tier 3,Supermarket Type1,2.79461964
NCY29,13.65,LF,0.077548732,Health and Hygiene,1.741096422,OUT018,4,Medium,Tier 3,Supermarket Type2,2.655852704
FDR04,12.6,LF,0.022457694,Frozen Foods,1.993906865,OUT027,28,Medium,Tier 3,Supermarket Type3,3.385636655
FDR44,6.11,Regular,0.103129612,Fruits and Vegetables,2.112594278,OUT045,11,Small,Tier 2,Supermarket Type1,3.370872367
