Item_Identifier,Item_type_combined,Item_Weight,Item_Fat_Content,Item_Visibility_avg,Item_MRP,Outlet_Identifier,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDR57,Food,12.79,Regular,0.354544297,155.3288,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
DRK12,Drinks,9.5,Low Fat,0.635095549,32.39,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDX52,Food,11.5,Regular,0.637848306,194.882,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDX08,Food,12.85,Low Fat,0.573661156,179.3318,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDP10,Food,19,Low Fat,3.250759589,105.8622,OUT010,15,Medium,Tier 3,Grocery Store,NA
NCP50,Non-Consumable,17.35,Non-Edible,0.312368061,78.7618,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
NCL06,Non-Consumable,14.65,Non-Edible,1.091791157,259.8594,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDP25,Food,15.2,Low Fat,0.321288504,219.3824,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDE53,Food,10.895,Low Fat,0.407227565,104.528,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDL27,Food,6.17,Low Fat,0.162102068,66.3826,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDC35,Food,7.435,Low Fat,1.865405431,208.1638,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRJ47,Drinks,18.25,Low Fat,1.123014633,171.308,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDD16,Food,20.5,Low Fat,0.553444222,75.8696,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCN42,Non-Consumable,20.25,Non-Edible,0.215983754,146.9418,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDC38,Food,12.79,Low Fat,1.848303968,132.8942,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCO07,Non-Consumable,9.06,Non-Edible,0.148531935,212.156,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDQ20,Food,8.325,Low Fat,0.452310668,38.6138,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDI32,Food,17.7,Low Fat,2.643913524,113.2834,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDN20,Food,19.35,Low Fat,0.664462089,170.3474,OUT010,15,Medium,Tier 3,Grocery Store,NA
DRJ51,Drinks,12.79,Low Fat,1.327734585,229.5668,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDU08,Food,10.3,Low Fat,0.415006221,97.6042,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
DRN37,Drinks,12.79,Low Fat,2.556439835,167.4158,OUT019,28,Small,Tier 1,Grocery Store,NA
FDD05,Food,19.35,Low Fat,0.421577438,121.8098,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDW15,Food,15.35,Regular,0.835652356,148.6734,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDI52,Food,18.7,Low Fat,1.58716794,124.3072,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRM11,Drinks,6.57,Low Fat,1,261.6278,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCO06,Non-Consumable,19.25,Non-Edible,1.641318562,32.0558,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDU38,Food,10.8,Low Fat,1.253597483,190.4504,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDU59,Food,5.78,Low Fat,1.467396264,161.5552,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDJ10,Food,5.095,Regular,1.963581581,138.6838,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDM13,Food,6.425,Low Fat,0.959376496,132.8626,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCJ30,Non-Consumable,12.79,Non-Edible,2.140790229,167.979,OUT019,28,Small,Tier 1,Grocery Store,NA
FDM45,Food,8.655,Regular,1.342687875,121.7756,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDP36,Food,10.395,Regular,1.385192603,50.1008,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
NCD30,Non-Consumable,19.7,Non-Edible,0.68139904,97.3726,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDN48,Food,13.35,Low Fat,0.990377024,93.7804,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDY32,Food,7.605,Low Fat,1.96264626,161.221,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDU47,Food,12.8,Regular,1.726302788,141.5838,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDF17,Food,12.79,Low Fat,1.131471213,198.211,OUT019,28,Small,Tier 1,Grocery Store,NA
FDP34,Food,12.85,Low Fat,2.092467747,156.963,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDA47,Food,10.5,Regular,1.771800855,163.621,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRD27,Drinks,12.79,Low Fat,0.359719105,98.7042,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDW38,Food,5.325,Regular,2.106980797,54.1298,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDZ15,Food,12.79,Low Fat,0.554062755,120.1782,OUT019,28,Small,Tier 1,Grocery Store,NA
FDZ03,Food,12.79,Regular,1.188807295,187.324,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCN19,Non-Consumable,13.1,Non-Edible,0.18374296,188.853,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDG02,Food,7.855,Low Fat,0.170713577,190.2188,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDS31,Food,13.1,Regular,0.669934095,182.4318,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDW43,Food,12.79,Regular,0.595330386,228.1036,OUT019,28,Small,Tier 1,Grocery Store,NA
FDZ47,Food,20.7,Regular,2.012440325,99.8042,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDO57,Food,20.75,Low Fat,1.657626426,160.9578,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCL07,Non-Consumable,13.85,Non-Edible,0.474771177,39.148,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCV42,Non-Consumable,6.26,Non-Edible,0.47603499,110.7228,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDP40,Food,4.555,Regular,0.523882496,112.5544,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDP48,Food,12.79,Regular,1.168699227,184.695,OUT019,28,Small,Tier 1,Grocery Store,NA
FDH21,Food,10.395,Low Fat,0.476122978,160.3604,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCP02,Non-Consumable,7.105,Non-Edible,0.680463022,59.7562,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDK24,Food,9.195,Low Fat,1,45.6744,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDC41,Food,15.6,Low Fat,1.776276118,75.067,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDF08,Food,14.3,Regular,0.99429319,86.1856,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDO49,Food,10.6,Regular,0.503983683,52.1008,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDS56,Food,12.79,Regular,0.584799943,260.8252,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDX46,Food,12.3,Regular,0.884776972,60.5562,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDQ07,Food,15.1,Regular,1.324191717,220.4456,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDC32,Food,18.35,Low Fat,2.51525637,92.0462,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDT21,Food,12.79,Low Fat,0.54134925,248.0092,OUT019,28,Small,Tier 1,Grocery Store,NA
FDG58,Food,10.695,Regular,1.318476628,155.1972,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDW14,Food,8.3,Regular,0.580277981,85.9198,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRA12,Drinks,12.79,Low Fat,0.617830151,140.0154,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDV27,Food,7.97,Regular,0.605838768,88.5514,OUT013,26,High,Tier 3,Supermarket Type1,NA
DRD25,Drinks,6.135,Low Fat,1.19640652,112.386,OUT013,26,High,Tier 3,Supermarket Type1,NA
DRF48,Drinks,12.79,Low Fat,0.781629144,186.3898,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDX24,Food,8.355,Low Fat,1,92.6462,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
DRJ51,Drinks,14.1,Low Fat,1.33419548,229.8668,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDE45,Food,12.1,Low Fat,0.613153244,180.0002,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDE14,Food,13.65,Regular,0.476782813,101.17,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDG53,Food,10,Low Fat,0.69670957,138.118,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDT08,Food,13.65,Low Fat,0.746268755,148.905,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRC27,Drinks,12.79,Low Fat,0.876704591,246.9802,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDG20,Food,15.5,Regular,1.90536549,176.7028,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDC21,Food,14.6,Regular,0.651357229,108.3254,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDV31,Food,9.8,Low Fat,1.624678202,177.237,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDB58,Food,10.5,Regular,0.205053328,141.1154,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDV23,Food,11,Low Fat,1.604735464,124.6046,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDA25,Food,12.79,Regular,1.808557638,102.599,OUT019,28,Small,Tier 1,Grocery Store,NA
FDC15,Food,18.1,Low Fat,2.698431438,158.6288,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDU47,Food,12.8,Regular,1.728986724,138.6838,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDE23,Food,17.6,Regular,1,46.606,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDS08,Food,5.735,Low Fat,0.862947991,177.037,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDW03,Food,12.79,Regular,0.370301813,104.3306,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDJ60,Food,19.35,Regular,0.951940767,163.3184,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDM34,Food,19,Low Fat,1.028449187,129.2626,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDW33,Food,9.395,Low Fat,1.501651667,105.528,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDZ40,Food,8.935,Low Fat,0.608758403,54.3298,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDE33,Food,19.35,Regular,0.755658806,80.5644,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCC06,Non-Consumable,19,Non-Edible,0.684878575,127.7336,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDU11,Food,4.785,Low Fat,1.403938575,119.4098,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDL44,Food,18.25,Low Fat,0.187172565,162.9894,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCZ29,Non-Consumable,15,Non-Edible,1.088281101,127.1362,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDG28,Food,9.285,Regular,1,244.9144,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDL12,Food,15.85,Regular,1.851752132,59.522,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDD52,Food,18.25,Regular,2.794903717,108.957,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDO15,Food,16.75,Regular,0.129780974,72.2038,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCN29,Non-Consumable,12.79,Non-Edible,0.182824575,49.3034,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDW36,Food,11.15,Low Fat,0.862515015,107.7622,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDB21,Food,7.475,Low Fat,2.251923346,239.9854,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDZ28,Food,20,Regular,0.780098246,128.8678,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDY10,Food,17.6,Low Fat,0.743844293,114.6176,OUT035,9,Small,Tier 2,Supermarket Type1,NA
DRG39,Drinks,14.15,Low Fat,0.643181197,53.0982,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDN28,Food,5.88,Regular,0.458248037,102.699,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDV15,Food,10.3,Low Fat,2.215900725,104.4648,OUT035,9,Small,Tier 2,Supermarket Type1,NA
DRI13,Drinks,15.35,Low Fat,0.308146495,217.6508,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDH20,Food,16.1,Regular,0.378287511,96.041,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDY51,Food,12.5,Low Fat,1.229171947,220.2798,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDE16,Food,8.895,Low Fat,0.399100569,207.7954,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDX40,Food,12.85,Low Fat,1.507084235,37.1164,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDC48,Food,9.195,Low Fat,0.241443924,80.5592,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDS14,Food,7.285,Low Fat,0.757570522,155.9288,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDX56,Food,17.1,Regular,1.129268304,208.7638,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDI10,Food,8.51,Regular,1.188794877,171.1422,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDI14,Food,14.1,Low Fat,1.358595422,142.3496,OUT013,26,High,Tier 3,Supermarket Type1,NA
DRM48,Drinks,15.2,Low Fat,1.710355788,35.8848,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCH07,Non-Consumable,12.79,Non-Edible,1.39824717,158.6604,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDY26,Food,20.6,Regular,0.462226702,210.7244,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDD02,Food,12.79,Low Fat,0.758837838,119.0124,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDM12,Food,16.7,Regular,1.060106852,188.1214,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRF01,Drinks,5.655,Low Fat,4.443305938,145.5102,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDV36,Food,18.7,Low Fat,0.398800536,126.502,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRI59,Drinks,9.5,Low Fat,0.618634848,223.5088,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDV03,Food,17.6,Low Fat,0.884388922,156.5314,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDO39,Food,6.985,Regular,1,182.9608,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCB07,Non-Consumable,19.2,Non-Edible,1.179984862,197.811,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDH38,Food,12.79,Low Fat,0.157501822,115.9808,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDZ13,Food,7.84,Regular,2.326906538,49.435,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCZ30,Non-Consumable,6.59,Non-Edible,0.397026221,122.3098,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCA06,Non-Consumable,20.5,Non-Edible,2.172107302,35.419,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDB04,Food,11.35,Regular,0.960150671,86.7856,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDN50,Food,16.85,Regular,0.401768614,93.012,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCG06,Non-Consumable,16.35,Non-Edible,0.447155374,256.7646,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCY17,Non-Consumable,18.2,Non-Edible,2.482996532,45.0086,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDC23,Food,18,Low Fat,0.271500352,178.7686,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDK33,Food,17.85,Low Fat,0.170617797,212.256,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDR03,Food,15.7,Regular,0.132663369,208.198,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDZ07,Food,15.1,Regular,1.426501339,63.1194,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDO38,Food,17.25,Low Fat,1.103493105,78.4986,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDS59,Food,14.8,Regular,0.665528367,108.157,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRM11,Drinks,12.79,Low Fat,1.753971584,260.1278,OUT019,28,Small,Tier 1,Grocery Store,NA
FDX52,Food,12.79,Regular,0.633774149,194.382,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
DRJ35,Drinks,10.1,Low Fat,0.709209195,59.3878,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCP53,Non-Consumable,14.75,Non-Edible,0.498695385,239.3906,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDW15,Food,12.79,Regular,1.463119401,148.8734,OUT019,28,Small,Tier 1,Grocery Store,NA
DRI47,Drinks,14.7,Low Fat,0.317842644,143.7128,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
DRZ11,Drinks,8.85,Regular,1.707943774,123.0388,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDS02,Food,10.195,Regular,2.209853171,196.2794,OUT013,26,High,Tier 3,Supermarket Type1,NA
DRD49,Drinks,9.895,Low Fat,2.555081636,238.1564,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDW38,Food,5.325,Regular,2.105985601,52.4298,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDR21,Food,12.79,Low Fat,1.776958424,178.037,OUT019,28,Small,Tier 1,Grocery Store,NA
FDE40,Food,15.6,Regular,1.502002721,63.7194,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDI02,Food,15.7,Regular,1.740600381,110.8202,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDQ04,Food,6.4,Low Fat,1,39.5796,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDY14,Food,10.3,Low Fat,1.06798182,265.3226,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCT54,Non-Consumable,8.695,Non-Edible,1.81244225,96.6094,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRD25,Drinks,6.135,Low Fat,1.204175973,111.886,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
DRE01,Drinks,10.1,Low Fat,2.539607777,241.8512,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDJ12,Food,8.895,Regular,0.99081223,209.2296,OUT010,15,Medium,Tier 3,Grocery Store,NA
NCZ05,Non-Consumable,8.485,Non-Edible,0.882792007,103.799,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRB25,Drinks,12.79,Low Fat,1.843970899,108.7938,OUT019,28,Small,Tier 1,Grocery Store,NA
NCC31,Non-Consumable,8.02,Non-Edible,0.301894173,157.1972,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDM16,Food,8.155,Regular,0.509810959,75.5354,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
DRG11,Drinks,6.385,Low Fat,1.273162951,105.9596,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDV24,Food,12.79,Low Fat,1.558269962,148.705,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDV43,Food,16,Low Fat,1.165312941,44.5086,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDG05,Food,11,Regular,1.337396149,155.163,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDV23,Food,11,Low Fat,1,123.9046,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDI58,Food,7.64,Regular,1.076413974,92.012,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDQ11,Food,5.695,Regular,1.03231236,257.9988,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDC05,Food,12.79,Regular,1.49055456,197.4768,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDF40,Food,20.25,Regular,0.341053084,247.8092,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDU02,Food,13.35,Low Fat,1.560648285,227.9352,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDT32,Food,19,Regular,0.994337388,186.5214,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCF06,Non-Consumable,6.235,Non-Edible,0.307987078,260.9962,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDT46,Food,11.35,Low Fat,1,51.3008,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDR58,Food,6.675,Low Fat,1.063911696,91.5462,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDY04,Food,17.7,Regular,0.644043284,162.321,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDT58,Food,9,Low Fat,1.305919705,166.8816,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDE46,Food,18.6,Low Fat,0.239477563,152.0366,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRH11,Drinks,5.98,Low Fat,1.1521175,56.0614,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
DRI51,Drinks,17.25,Low Fat,0.640482933,171.0764,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDC35,Food,7.435,Low Fat,1.873044836,205.6638,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDP45,Food,15.7,Regular,0.4642572,252.4724,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDC45,Food,17,Low Fat,1,169.1106,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDU01,Food,20.25,Regular,0.18224551,184.0924,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDJ53,Food,10.5,Low Fat,1.808432275,121.0098,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDJ46,Food,11.1,Low Fat,0.683473509,173.6054,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDX07,Food,19.2,Regular,0.347214158,185.095,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCI30,Non-Consumable,20.25,Non-Edible,0.894991098,248.046,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDE47,Food,12.79,Low Fat,0.572002787,123.9046,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDV48,Food,9.195,Regular,1,78.2644,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDN16,Food,12.79,Regular,1.664525923,102.599,OUT019,28,Small,Tier 1,Grocery Store,NA
FDM52,Food,15.1,Low Fat,0.393793742,146.2076,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDA32,Food,12.79,Low Fat,0.454089426,217.3192,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDH05,Food,14.35,Regular,1.386262823,231.6984,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDW25,Food,5.175,Low Fat,0.949136337,87.1224,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDQ09,Food,7.235,Low Fat,0.881421632,114.0834,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCM17,Non-Consumable,7.93,Non-Edible,1.805335014,45.9086,OUT010,15,Medium,Tier 3,Grocery Store,NA
DRM59,Drinks,5.88,Low Fat,0.054464618,154.1998,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDV47,Food,12.79,Low Fat,0.817934377,83.8566,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
DRE15,Drinks,13.35,Low Fat,0.269617642,74.2012,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDS25,Food,6.885,Regular,3.553233328,108.9228,OUT010,15,Medium,Tier 3,Grocery Store,NA
NCZ05,Non-Consumable,8.485,Non-Edible,0.885012171,104.499,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCV05,Non-Consumable,12.79,Non-Edible,0.801955611,154.7656,OUT019,28,Small,Tier 1,Grocery Store,NA
DRM37,Drinks,15.35,Low Fat,1.461618646,196.5768,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDV58,Food,12.79,Low Fat,1.829539467,194.2452,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDN22,Food,12.79,Regular,1,252.6724,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCO06,Non-Consumable,19.25,Non-Edible,1.64054331,32.4558,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDT56,Food,12.79,Regular,3.068671055,59.5246,OUT019,28,Small,Tier 1,Grocery Store,NA
FDM02,Food,12.5,Regular,1.117067347,88.1198,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDA09,Food,13.35,Regular,2.264747642,180.566,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCC06,Non-Consumable,19,Non-Edible,0.409099723,126.5336,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCL54,Non-Consumable,12.6,Non-Edible,1.256694183,176.1054,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCB55,Non-Consumable,15.7,Non-Edible,2.449810258,59.2562,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDB12,Food,11.15,Regular,1.605744625,105.1648,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCA54,Non-Consumable,16.5,Non-Edible,0.556436954,178.9318,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCS38,Non-Consumable,8.6,Non-Edible,1.369641356,115.8176,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDC02,Food,21.35,Low Fat,1.045133776,259.6278,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDK44,Food,12.79,Low Fat,3.244814623,173.6738,OUT019,28,Small,Tier 1,Grocery Store,NA
FDE16,Food,8.895,Low Fat,0.399357434,207.2954,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCS05,Non-Consumable,11.5,Non-Edible,0.318016996,132.3942,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDZ59,Food,6.63,Regular,1.580411637,166.75,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDI20,Food,19.1,Low Fat,0.588025129,212.8586,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDQ14,Food,9.27,Low Fat,0.936841328,150.805,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDF53,Food,20.75,Regular,1.274843562,181.2318,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDW25,Food,5.175,Low Fat,0.570263998,85.0224,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCQ43,Non-Consumable,17.75,Non-Edible,2.824689164,108.1912,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDX52,Food,11.5,Regular,0.636328188,192.282,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDE28,Food,9.5,Regular,2.01380142,228.3668,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDN15,Food,17.5,Low Fat,0.255163042,138.418,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDO28,Food,5.765,Low Fat,1.102414621,119.3098,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDQ33,Food,13.35,Low Fat,1.385720693,151.1708,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDM22,Food,14,Regular,1.064833021,54.264,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDJ03,Food,12.35,Regular,1.103886857,48.5692,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDI16,Food,14,Regular,2.062855546,53.564,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
